NumFloors,YearBuilt,YearAlter1,YearAlter2
4,1910,1986,0
4,1910,1971,2010
4,1910,2008,0
5,1890,1982,0
5,1910,1999,0
4,1910,0,0
4,1910,2003,2003
3,1910,1989,0
1,1958,1989,0
2,1930,1989,0
2,1930,2002,0
6,1910,1985,0
4,1910,1987,0
4,1910,1988,0
4,1910,1992,0
4,1910,0,0
4,1910,0,0
3,1910,0,0
3,1910,0,0
3,1910,2009,2009
3,1890,0,0
4,1910,0,0
4,1900,0,0
3,1900,0,0
3,1910,1983,0
3,1890,0,0
4,1890,2005,0
3,1900,0,0
3,1910,0,0
3,1900,1988,0
5,1910,1910,0
9,1963,1987,0
4.75,1955,1987,0
5,1930,2002,0
5,1930,0,0
8,2008,0,0
1,1900,0,0
5,1930,1986,0
5,1930,1988,0
0,0,0,0
5,1920,1988,0
5,1910,1985,0
5,1910,0,0
5,1910,0,0
5,1910,0,0
5,1920,0,0
2,1910,0,0
1,1978,0,0
5,1910,0,0
5,1910,0,0
5,1930,1961,0
0,0,0,0
5,1910,1992,0
5,1910,1996,0
1,1910,0,0
4,1920,0,0
5,1910,0,0
2,1947,0,0
11,1929,0,0
0,0,0,0
5,1921,0,0
3,1920,2009,2009
3,1890,0,0
3,1890,2006,0
5,1920,1985,0
3,1910,0,0
3,1900,0,0
4,1910,0,0
4,1910,2005,2005
4,1910,2003,0
4,1910,1995,0
4,1910,1987,0
4,1910,0,0
4,1900,0,0
4,1910,1985,0
4,1920,2003,0
4,1910,1986,0
4,1910,1987,0
5,1910,0,0
5,1910,0,0
5,1910,0,0
5,1900,0,0
5,1910,0,0
5,1900,0,0
5,1910,0,0
5,1910,0,0
4,1915,0,0
4,1910,2006,0
4,1910,0,0
4,1910,1987,0
4,1910,1988,0
4,1910,1987,0
4,1910,1996,0
4,1910,1986,0
4,1910,1985,2008
4,1910,0,0
4,1910,0,2011
4,1910,2003,0
4,1890,1987,0
4,1890,1988,0
4,1910,2009,2009
6,1910,0,0
3,1910,1995,0
4,1947,0,0
3,1910,0,0
3,1890,1988,2008
3,1890,0,0
3,1890,0,0
3,1890,0,0
4,1910,1984,0
4,1910,0,0
3,1910,0,0
3,1890,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
8,1985,0,0
4,1910,0,0
4,1910,0,0
4,1910,1987,0
5,1910,2009,0
2,2003,2004,0
5,1900,1998,0
4,1910,0,0
4,1910,2010,0
0,0,0,0
0,0,0,0
0,0,0,0
4,1910,0,0
5,1910,0,0
5,1910,0,0
5,1910,0,0
2,1910,1985,0
1,1920,0,0
4,1900,0,0
4,1900,0,0
4,1910,0,0
4,1910,0,0
0,0,0,0
4,1910,2007,2007
4,1910,0,0
0,0,0,0
0,0,0,0
0,0,0,0
4,1910,0,0
0,0,0,0
0,0,0,0
4,1910,0,0
4,1910,0,0
2,2003,0,0
4,1900,1998,0
0,0,0,0
0,0,0,0
0,0,0,0
4,1910,0,0
4,1910,0,0
4,1910,1987,0
4,1910,1988,2002
4,1910,2006,0
0,0,0,0
0,0,0,0
4,1910,1985,2007
18,1963,0,0
4,1910,1989,0
4,1910,0,0
4,1900,1999,0
4,1910,1989,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
4,1920,0,0
5,1890,0,0
5,1920,0,0
5,1910,0,0
4,1900,0,0
4,1900,0,0
4,1920,0,0
4,1920,0,0
4,1910,1988,0
4,1910,0,0
4,1910,1988,0
4,1910,1989,1994
5,1910,1989,0
5,1910,1994,0
4,1900,0,0
4,1910,2013,0
4,1920,0,0
4,1910,0,0
4,1910,1989,0
4,1920,1989,0
4,1910,0,0
5,1910,1998,0
4,1920,0,0
0,0,0,0
0,0,0,0
0,0,0,0
4,1910,0,0
2,1920,0,0
3,1900,1989,0
4,1920,0,0
4,1920,0,0
4,1900,1998,0
4,1910,0,0
4,1910,0,0
4,1910,0,0
18,1963,0,0
5,1910,0,0
0,0,0,0
6,2010,0,0
0,0,0,0
0,0,0,0
1.5,1920,0,0
6,2002,0,0
4,1900,1987,0
4,1910,0,0
9,2015,0,0
4,1910,1989,0
4,1910,1989,0
4,1910,1989,0
4,1900,2008,0
1,1948,0,0
4,1910,1984,0
4,1910,1980,1997
4,1900,1988,0
5,1910,1984,0
4,1938,1986,2005
4,1920,0,0
6,2001,2001,0
7,2007,0,0
5,1910,1987,2001
2,2001,0,0
5,1910,2007,2007
5,1910,1987,0
5,1910,1989,0
5,1910,1989,0
6,1910,1987,0
4,1910,0,0
4,1910,1988,0
4,1938,2000,2004
3,1957,0,0
0,0,0,0
4,1900,1989,0
2,1940,0,0
4,1900,1998,0
4,1900,1998,0
4,1900,1998,0
4,1900,1999,0
3,1900,1989,2005
0,0,0,0
3,1900,0,0
3,1900,0,0
3,1900,0,0
3,1900,0,0
3,1910,1980,0
3,1910,0,0
3,1920,0,0
0,0,0,0
6,1910,1993,0
0,0,0,0
4,1920,0,0
0,0,0,0
3,1995,0,0
0,0,0,0
6,1910,2009,2009
4,1910,0,0
4,1965,2003,0
3,1890,0,0
3,1890,1987,0
0,0,0,0
3,1910,0,0
3,1910,0,0
8,2008,0,0
0,0,0,0
5,1926,0,0
0,0,0,0
1,1965,0,0
6,2003,0,0
6,2009,0,0
4,1910,0,0
4,1910,1996,0
4,1910,1994,0
4,1910,1996,0
4,1910,0,0
4,1910,2010,0
1,1930,0,0
1,1930,0,0
3,1963,0,0
1,1960,0,0
5,1910,0,0
7,2012,2012,0
5,1910,0,0
4,1910,0,0
4,1910,0,0
1,2002,0,0
1,2002,0,0
5,1910,1986,0
5,1910,0,0
5,1910,1994,0
4,1910,1985,0
7,2004,0,0
6,1930,0,0
6,1910,1994,0
4,1910,1985,1994
1,1900,0,0
5,1910,0,0
14,1947,1985,0
14,1947,1985,1986
3,1964,1989,2005
4,1936,0,0
6,1920,2005,0
5,1900,2001,0
0,0,0,0
0,0,0,0
5,1910,2002,0
6,1910,1997,2002
5,2005,0,0
5,1910,0,0
5,1910,1986,2000
5,1910,0,0
5,1910,1987,2009
1,2008,0,0
4,1900,0,0
4,1910,0,0
3,1910,0,0
3,1910,0,0
5,1920,2003,0
4,1910,0,0
4,1910,1986,0
4,1910,1987,2004
1,1962,2002,0
5,1910,1985,0
4,1910,1963,0
4,1910,1958,0
1,1910,0,0
5,1925,0,0
2,1920,0,0
2,1922,0,0
3,1930,0,0
2,1920,0,0
4,1910,0,0
4,1910,0,0
4,1910,1968,0
5,1910,0,0
5,1930,0,0
1,1922,0,0
5,1910,0,0
5,1910,1967,0
5,1910,0,0
5,1910,0,0
5,1910,0,0
5,1910,1997,0
5,1910,1988,0
6,1910,1988,0
5,1900,0,0
3,1910,0,0
3,1900,0,0
3,1900,1988,0
3,1890,0,0
0,0,0,0
4,1910,1989,0
4,1910,1993,0
5,1910,2014,0
5,1910,0,0
6,1920,1986,0
5,1910,1995,0
3,1910,2002,0
6,1925,0,0
7,1910,1985,0
1,1950,0,0
4,1910,0,0
3,1900,0,0
4,1900,1983,0
4,1930,0,0
4,1900,2003,0
4,1910,1968,0
4,1910,1995,0
4,1910,0,0
4,1910,1992,2005
4,1910,2003,0
4,1900,0,0
4,1900,0,0
3,1910,2005,0
4,1910,1982,0
4,1900,0,2013
4,1910,0,0
4,1910,0,0
4,1910,0,0
3,1910,0,0
4,1910,0,0
2,1979,1978,0
2,2007,0,0
0,0,0,0
0,0,0,0
4,2005,0,0
2,1900,0,0
6,1920,1986,0
4,1910,1994,0
3,1910,0,0
6,1910,1970,0
4,1900,2001,0
4,1910,2005,0
5,1910,2009,2009
5,1910,1994,0
3,1910,0,0
3,1900,2004,0
2,1900,0,0
4,1910,0,0
4,1910,0,0
4,1910,0,0
4,1910,2008,0
4,1900,0,0
0,0,0,0
6,2008,2008,2008
5,1900,0,0
4,1910,1994,0
8,2007,0,0
8,2007,0,0
6,1910,0,0
0,0,0,0
5,1900,1988,0
4,1900,1989,0
4,1915,0,0
6,1920,1987,0
9,1972,1987,0
3,1900,0,0
3,1910,0,0
3,1900,0,0
4,1900,0,0
4,1910,1986,0
4,1900,1979,0
4,1900,1979,0
4,1900,0,0
0,0,0,0
1,2015,0,0
2,1910,1958,0
4,1910,1994,0
3,1910,0,0
5,1910,0,0
3,1915,0,0
6,1910,1985,0
6,1910,1988,0
1,1950,0,0
8,2009,0,0
0,0,0,0
6,1950,1980,0
6,2014,0,0
3,1910,0,0
3,1890,1994,0
3,1890,2007,0
4,1900,2009,2009
4,1900,1986,0
4,1900,1980,0
4,1900,1987,2014
0,0,0,0
0,0,0,0
3,1890,0,0
5,2005,0,0
7,2010,0,0
4,1987,0,0
5,1920,0,0
6,1920,0,0
6,1920,0,0
6,1920,0,0
6,1920,2005,0
6,1920,1998,0
5,1910,1989,0
5,1910,0,0
1,1967,2000,0
4,1910,0,2013
4,2015,0,0
6,1920,2012,2011
4,1920,2011,0
10,1987,2004,0
41,2005,0,0
12,1954,1986,2005
14,1954,0,0
5,1898,2012,0
14,1954,0,0
5,1923,1988,0
11,2013,0,0
5,1900,1988,0
5,1940,1988,0
2,1930,1989,0
2,1920,1989,0
0,0,0,0
3,1963,1998,0
5,1920,0,0
5,1920,1985,0
5,1920,1980,0
4,1920,1986,0
6,1927,1983,2001
5,1954,1988,0
2,1920,0,0
2,1920,0,0
3,1890,0,0
0,0,0,0
1,1958,1989,0
5,1915,0,0
2,1920,0,0
6,1925,1980,0
2,1920,1989,0
1,1954,1988,0
6,1920,1988,1999
3,1998,0,0
0,0,0,0
5,1920,1999,0
1,1920,1989,2012
4,1900,1997,0
4,1900,1998,0
7,2002,0,0
0,0,0,0
5,1900,1999,0
5,1900,2000,0
5,1900,1996,0
2,1994,1993,0
4,1920,1981,0
4,1920,1985,0
4,1910,1985,0
4,1920,1988,1996
8,2014,0,0
4,1920,1986,1996
5,1920,1988,0
5,1915,1987,0
2,1950,0,0
5,1930,0,0
2,1930,1990,0
1,1920,0,0
20,1959,0,0
1,0,0,0
4,1958,0,0
4,1900,1987,0
4,1910,1988,0
3,1965,0,0
4,1915,1986,0
4,1900,0,0
4,1900,1987,0
4,1900,1986,0
4,1900,1984,2007
4,1900,1984,0
4,1900,0,0
4,1900,1987,0
3,1996,0,0
3,1996,0,0
4,1900,1998,0
4,1900,1982,0
4,1900,0,0
4,1900,0,0
1,1915,1979,0
4,1900,1987,0
4,1910,1985,0
3,1996,0,0
3,1996,0,0
6,2010,0,0
4,1915,0,0
1,1950,1983,0
3,1900,0,0
3,1900,0,0
2,1920,0,0
4,1910,1985,0
4,1910,1985,0
4,1910,0,0
4,1910,0,0
3,1996,0,0
6,1910,1987,0
4,1900,0,0
1,2008,0,0
5,1910,2002,2008
9,2008,0,0
4,1910,1986,0
4,1910,1981,0
4,1910,2002,0
4,1910,1987,0
0,0,0,0
3,1952,0,0
6,1905,0,0
1,1910,0,0
0,0,0,0
8,2008,0,0
4,1910,1985,0
4,1910,1987,0
4,1910,1985,0
4,1910,0,0
4,1910,1992,0
4,1910,0,0
2,1924,1957,0
3,1996,0,0
3,1996,0,0
3,1996,0,0
3,1996,0,0
3,1996,0,0
3,1996,0,0
3,1996,0,0
3,1996,0,0
3,1996,0,0
5,1920,1982,0
5,1910,0,0
3,1890,1987,2000
5,1910,1986,1996
1,1920,0,0
7,1920,1986,1996
7,2008,0,0
6,1900,2004,2010
4,1900,1988,0
4,1900,0,0
4,1900,1988,0
4,1900,1997,1985
4,1910,1987,0
4,1910,1986,1992
4,1915,1987,0
4,1910,0,0
10,2008,0,0
5,1920,1988,2007
4,1900,2003,0
4,1910,2002,2002
3,1997,0,0
3,1997,0,0
3,1997,0,0
6,1920,1989,1999
3,1997,0,0
3,1997,0,0
3,1997,0,0
3,1997,0,0
3,1997,0,0
6,1910,1987,0
3,1997,0,0
5,1910,1987,0
5,1910,0,0
5,1920,0,0
3,1997,0,0
3,1997,0,0
3,1997,0,0
3,1997,0,0
3,1997,0,0
3,1997,0,0
4,1910,1998,0
3,1997,0,0
3,1997,0,0
3,1997,0,0
3,1997,0,0
3,1997,0,0
7,2003,0,0
5,2004,0,0
0,0,0,0
7,1958,1982,0
4,1955,1954,0
14,1963,1988,0
4,1920,0,0
4,1920,0,0
4,1910,0,0
4,1910,2009,0
4,1910,0,0
4,1910,0,0
4,1890,0,0
3,1890,0,0
3,1910,1987,0
3,1900,1986,0
3,1910,0,0
3,1900,0,0
3,1900,0,0
3,1910,2004,0
3,1890,1996,0
3,1890,1996,0
3,1900,1986,0
4,1890,1996,0
4,1900,1987,0
6,1910,1988,0
6,1910,1988,0
6,1910,1988,0
4,1900,0,0
0,0,0,0
1,1959,1997,0
4,1910,1988,0
4,1910,1988,0
4,1910,1988,0
6,1910,1997,0
6,1910,0,0
6,1910,0,0
6,1910,0,0
6,1910,0,0
4,1910,0,0
4,1900,0,0
4,1900,0,0
3,1900,0,0
4,1910,0,0
1,1925,0,0
3,1890,0,0
3,1890,0,0
4,1920,1986,2000
4,1910,0,0
4,1910,0,0
4,1910,0,0
3,1910,0,0
3,1910,0,0
3,1890,0,0
3,1890,0,0
2,1900,0,0
4,1900,1986,0
2,1910,1988,0
4,1890,0,0
2,1900,0,0
4,1900,2005,0
5,1900,0,0
5,1910,0,0
5,1980,0,0
5,1980,0,0
0,0,0,0
5,1900,0,0
4,1910,2009,2009
4,1910,0,0
4,1910,0,0
4,1910,0,0
3,1910,0,0
4,1910,0,0
4,1910,0,0
4,1910,0,0
2,1910,0,0
4,1890,0,0
3,1910,1983,0
4,1910,1985,0
4,1900,0,0
4,1910,0,0
4,1960,0,0
4,1910,0,0
0,0,0,0
6,1910,1991,0
6,1910,1991,0
6,1950,1997,0
4,1910,1985,0
1,1916,0,0
1,1916,0,0
2,1925,0,0
0,0,0,0
4,1910,1984,0
6,1910,0,0
4,1910,0,0
4,1910,1986,0
8,2015,0,0
5,1900,1987,0
5,1910,1989,0
5,1910,1981,0
0,0,0,0
4,1910,1987,0
4,1910,2009,2009
4,1890,0,0
4,1910,0,0
4,1890,1989,0
4,1910,1985,0
2,1910,0,0
4,1910,1986,0
0,0,0,0
4,1900,1989,0
4,1910,0,0
4,1890,2007,2007
3,1910,0,0
3,1920,0,0
3,1930,1988,0
6,1910,1990,0
0,0,0,0
6,1999,1999,0
6,1910,0,0
6,1910,1988,0
1,1910,0,0
4,1910,2008,0
3,1915,1998,0
2,1929,1989,0
6,1910,1995,0
1,1910,0,0
4,1910,1998,0
0,0,0,0
5,1920,1989,1997
5,1910,1997,0
0,0,0,0
0,0,0,0
3,1890,0,0
1,1920,0,0
6,1900,1991,0
7,2003,0,0
4,1930,1992,2004
4,1910,1955,1997
4,1920,1989,0
3,1910,2006,0
0,0,0,0
6,1910,2005,0
4,1942,1980,0
14,1967,1987,2000
10,2013,0,0
6,1900,1995,0
2,1920,0,0
0,0,0,0
0,0,0,0
0,0,0,0
6,1925,2009,0
6,1910,1988,0
6,1925,2010,2010
6,1910,1995,0
6,1910,1995,0
10,1985,0,0
0,0,0,0
7,2003,0,0
0,0,0,0
2,1994,0,0
1,1940,0,0
7,1970,1985,0
5,2001,0,0
5,1900,1997,0
5,1910,1987,1999
5,1910,1992,0
8,2009,0,0
5,1910,1986,1999
0,0,0,0
0,0,0,0
0,0,0,0
9,2010,0,0
5,1920,1988,1997
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
8,2003,0,0
4,1910,0,0
4,1920,1987,0
4,1920,1987,0
4,1920,0,0
5,2007,0,0
0,0,0,0
5,1900,1994,0
6,1971,2012,0
2,1900,2009,0
3,1910,2009,0
2,1900,2009,0
1,1900,2009,0
1,1995,0,0
1,1900,1985,0
6,1920,2005,2005
0,0,0,0
0,0,0,0
4,1900,1989,0
3,1915,1989,0
4,1920,0,0
4,1920,0,0
4,1910,1989,0
4,1930,1988,0
4,1910,2009,0
4,1930,1988,0
4,1910,1983,0
4,1940,0,0
4,1920,2004,0
4,1930,0,0
4,1900,0,0
4,1910,1996,1998
4,1920,0,0
4,1920,0,0
4,1920,0,0
4,1910,0,0
4,1910,1989,0
4,1910,0,0
4,1910,1989,0
4,1910,1985,0
4,1900,2009,0
5,1910,1990,0
4,1910,0,0
4,1910,0,0
4,1910,0,0
5,1920,0,0
4,1910,1988,2008
6,1930,2008,2008
2,1910,0,0
6,1910,0,0
6,1900,1991,0
6,1910,1991,0
6,1910,1991,0
0,0,0,0
5,1910,1991,0
4,1910,1988,0
4,1900,0,0
4,1910,1987,0
0,0,0,0
0,0,0,0
4,1910,1989,0
5,1910,2012,2012
4,1910,1989,0
4,1910,1989,0
4,1910,1989,0
4,1900,1989,0
4,1900,1986,0
4,1950,1987,0
4,1930,0,0
11,2007,0,0
9,2005,0,0
6,2015,0,0
5,1900,1987,0
5,1920,1986,0
7,2004,0,0
10,1994,0,0
4,1900,1987,0
1,1920,0,0
6,1900,1994,0
6,1900,1996,0
6,1900,1994,0
1,1970,0,0
4,1910,1986,0
4,1910,0,0
4,1910,0,0
5,1900,1984,0
4,1900,0,0
4,1920,0,0
4,1920,1995,0
4,1920,0,0
5,1920,0,0
6,1900,0,0
6,1920,0,0
6,1920,1996,0
0,0,0,0
0,0,0,0
1,1950,0,0
2,1910,1988,2005
4,1900,1985,0
4,1900,1980,0
4,1910,0,0
5,1900,1986,0
5,1900,1986,0
11,1950,1986,0
20,1961,0,0
6,1920,1980,1987
0,0,0,0
0,0,0,0
6,1920,1985,0
6,1940,1987,0
6,1920,0,0
6,1930,1986,2005
6,1900,1998,0
0,0,0,0
6,1930,0,0
6,1940,1988,0
1,1999,0,0
5,1920,1987,0
1,1952,1999,0
5,1910,1980,1998
5,1920,0,0
5,1900,0,0
5,1910,0,0
5,1910,0,0
0,0,0,0
4,1920,1989,0
5,1910,1997,0
4,1920,0,0
6,1920,1984,2008
5,1920,1978,0
8,2013,0,0
6,1926,1986,0
8,2007,0,0
4,1910,1988,0
4,1910,1986,1987
4,1900,1986,0
4,1900,1988,0
6,1910,1980,0
6,1910,1980,1988
6,1910,1978,1996
3,1956,1955,0
4,1910,1987,0
4,1900,1987,0
0,0,0,0
5,1910,1987,0
3,1910,0,0
4,1910,0,0
4,1900,1999,0
4,1910,1986,0
0,0,0,0
4,1900,1987,0
4,1900,1992,0
0,0,0,0
4,1900,1985,0
4,1900,1985,0
4,1910,1986,0
12,2008,0,0
2,2003,0,0
2,1920,0,0
2,1992,0,0
1,1939,1992,0
2,1910,0,0
3,1904,1989,0
1,1930,1986,0
4,1910,1988,0
3,1910,1987,0
4,1900,1983,0
4,1920,1985,0
9,2006,0,0
8,2007,0,0
8,2007,0,0
5,1900,1988,0
5,1920,1989,0
0,0,0,0
1,1920,1989,0
5,1910,0,0
5,1910,0,0
5,1910,0,0
0,0,0,0
2,1930,2005,0
1,1900,0,0
5,1910,1990,0
5,1910,1990,0
5,1910,0,0
4,1900,2001,2005
4,1910,1992,0
4,1910,1997,0
4,1910,1988,0
4,1900,1997,0
4,1900,1994,0
4,1910,1987,0
6,1920,1987,1994
6,2009,0,0
6,1927,0,0
6,1969,0,0
3,1910,0,0
6,1920,0,0
4,1900,2009,2009
3,1920,2007,0
6,1920,1991,0
6,1920,1997,0
0,0,0,0
6,1910,1995,0
3,1910,2005,0
8,2013,0,0
6,1910,0,0
6,1910,0,0
4,1999,0,0
4,1944,1987,0
0,0,0,0
4,1900,1987,0
4,1900,1994,0
1,1940,0,0
3,1890,2013,0
4,1910,0,0
7,2004,0,0
7,2008,2008,0
14,1959,0,0
5,1912,1985,0
4,1900,0,0
4,1910,0,0
4,1910,0,0
4,1900,0,0
3,1920,0,0
5,1910,1988,0
6,1900,1990,0
4,1910,1996,0
7,1998,0,0
5,2002,0,0
5,1900,0,0
2,1910,0,0
3,1900,1988,0
2,1910,0,0
4,1910,1986,0
4,1900,0,0
4,1985,2013,0
4,1910,1986,0
4,1900,0,0
4,1910,1984,0
4,1900,1986,2008
4,1900,2008,0
3,1899,0,0
4,1900,2011,0
3,1899,0,0
3,1900,2014,0
3,1901,0,0
6,2003,0,0
3,1900,1988,0
3,1900,1988,0
5,1910,1999,0
5,1910,1996,0
5,1920,1989,0
4,1920,1985,0
4,1910,1987,0
4,1910,1986,0
3,1930,0,0
4,1900,1985,0
4,1910,1987,0
0,0,0,0
4,1910,1983,0
4,1910,1984,0
4,1910,2004,0
4,1900,1984,0
4,1910,1989,0
4,1910,2001,0
4,1900,0,0
4,1910,1986,0
4,1900,2008,0
4,1900,0,0
4,1910,1986,0
4,1910,1983,0
1,1907,2006,0
2,1930,0,0
4,1900,1985,0
4,1910,1988,2005
3,1900,1986,0
3,1899,0,0
4,1899,0,0
4,1900,0,0
3,1900,1978,0
4,1900,0,0
3,1950,1985,0
4,1900,0,0
4,1900,1984,1997
4,1900,0,0
4,1930,0,0
4,1914,0,0
4,1900,1988,0
9,1906,2014,2014
0,0,0,0
6,1910,1984,0
5,1910,0,0
4,1900,1985,2005
4,1910,2013,0
1,1930,0,0
6,1910,1988,0
6,1903,1988,0
3,1915,0,0
6,1910,1988,0
16,1973,2010,0
4,1900,0,0
4,1910,1989,0
4,1900,2005,0
4,1910,0,0
4,1920,0,0
4,1900,1986,0
4,1900,0,0
3,1920,0,0
4,1900,1986,0
4,1900,2010,2009
1,1915,0,0
5,1920,1995,0
5,1947,1997,2007
4,1961,2005,0
3,1926,0,0
0,0,0,0
5,1920,1982,0
4,1900,1988,0
4,1900,1984,0
4,1900,2001,0
0,0,0,0
0,0,0,0
4,1900,1982,0
4,1900,1982,0
2.5,1994,1981,0
5,1920,0,0
4,1900,1981,0
0,0,0,0
0,0,0,0
3,1920,0,0
0,0,0,0
0,0,0,0
14,1962,0,0
0,0,0,0
5,1925,1987,2005
0,0,0,0
4,1973,0,0
13,1973,0,0
13,1973,0,0
13,1973,0,0
0,0,0,0
0,0,0,0
11,1940,1988,0
0,0,0,0
0,0,0,0
20,1960,0,0
0,0,0,0
3,1964,1989,0
1,1931,1986,0
31,1974,0,0
0,0,0,0
1,1931,1986,0
0,0,0,0
0,0,0,0
13,1913,2007,0
0,0,0,0
0,0,0,0
0,0,0,0
1,1988,0,0
0,0,0,0
4,1910,1987,0
2,1940,0,0
5,1900,1985,1992
3,1900,0,0
5,1906,0,0
5,1910,1984,0
6,1915,1987,0
4,1910,1986,0
4,1910,1986,0
4,1910,1986,0
4,1900,1987,0
4,1900,1987,0
4,1910,1987,0
4,1910,1987,0
0,0,0,0
4,1910,1987,0
4,1910,1987,0
0,0,0,0
7,1900,0,0
4,1890,0,0
0,0,0,0
5,1900,1988,0
5,1900,1987,0
5,1900,0,0
0,0,0,0
0,0,0,0
5,1900,1987,0
0,0,0,0
6,1904,1987,0
6,1920,1988,0
4,1910,0,0
4,1900,1995,0
4,1900,1997,0
3,1900,1982,0
4,1910,2009,0
0,0,0,0
5,1900,1987,0
5,1900,1992,0
3,1899,0,0
3,1899,2004,0
3,1900,0,0
0,0,0,0
4,1900,0,0
0,0,0,0
0,0,0,0
4,1900,0,0
4,1900,0,0
4,1900,0,0
4,1900,1983,0
4,1900,1987,2009
0,0,0,0
6,1910,1991,0
6,1910,1991,0
6,1910,1991,0
6,2014,0,0
3,1961,1989,0
4,1910,0,0
4,1900,0,0
3,1890,0,0
3,1900,2012,0
5,1910,1987,0
5,1910,1985,0
5,1910,1985,2002
5,1910,1985,0
3,1930,0,0
4,1920,0,0
6,1900,0,0
6,1900,0,0
6,1900,0,0
3,1900,0,0
6,1900,2003,0
4,1900,2005,0
5,1900,1983,0
5,1900,0,0
5,1900,2009,0
6,1920,1986,0
4,1900,0,0
0,0,0,0
3,1910,1987,0
3,1900,0,0
4,1900,1984,0
4,1900,1982,0
4,1900,0,0
4,1900,1986,2005
4,1900,0,0
6,1910,1987,0
4,1900,0,0
4,1900,0,0
3,1899,0,0
4,1900,2002,0
4,1901,0,0
9,1996,0,0
3,1901,0,0
3,1900,1980,0
6,1910,1995,0
5,1910,1995,0
6,1920,1998,0
6,1920,1986,2000
6,1920,1997,0
6,1920,1987,0
6,1920,1980,0
6,1906,1977,0
0,0,0,0
6,1900,1982,0
3,1890,2003,0
3,1890,2003,0
3,1890,0,0
3,1890,1986,0
3,1890,0,0
3,1890,2005,2011
0,0,0,0
4,1900,1986,0
4,1900,0,0
4,1900,1982,0
4,1900,1984,0
4,1900,0,0
3,1901,0,0
3,1890,1986,0
3,1890,0,0
4,1998,0,0
5,2004,0,0
6,2005,0,0
7,2007,0,0
1,1920,1986,0
0,0,0,0
4,1900,1985,2008
0,0,0,0
5,1920,0,0
0,0,0,0
0,0,0,0
6,1900,2012,2012
0,0,0,0
2,1901,0,0
0,0,0,0
0,0,0,0
3,1920,0,0
4,1890,1986,0
5,1920,1987,0
4,1910,1981,2008
5,1900,2008,0
5,1900,1980,2008
5,1900,1980,2002
8,2015,0,0
3,1900,1987,0
3,1901,0,0
4,1900,2000,0
3,1901,0,0
4,1900,1982,0
3,1901,0,0
6,1920,1985,1997
3,1905,0,0
3,1901,0,0
3,1901,0,0
2,1901,0,0
2,1901,0,0
2,1901,0,0
2,1901,0,0
0,0,0,0
4,1900,1986,0
4,1900,1986,0
4,1900,0,0
0,0,0,0
5,2011,0,0
3,1900,2013,0
4,1890,2007,0
5,1920,1994,0
0,0,0,0
3,1900,1984,0
4,1900,1986,0
4,1900,2007,0
3,1901,0,0
3,1900,0,0
3,1901,0,0
3,1901,0,0
2,1901,0,0
2,1901,0,0
3,1905,0,0
4,1900,0,0
6,2006,0,0
4.5,1941,1989,2005
0,0,0,0
5,1900,0,0
5,1900,2002,0
5,1910,0,0
3,1899,0,0
5,1910,1998,0
4,2007,0,0
7,2007,0,0
3,1910,0,0
3,1930,0,0
5,1900,1988,2007
0,0,0,0
4,1899,1998,0
3,1899,0,0
0,0,0,0
3,1899,0,0
6,1900,1992,0
6,1900,1992,0
1,2012,0,0
5,2007,0,0
0,0,0,0
5,1910,1987,0
3,1899,0,0
5,1900,1997,1999
0,0,0,0
7,2010,0,0
1,2000,0,0
6,1930,0,0
4,1963,1994,0
3,1909,1985,0
3,1909,0,0
3,1909,0,0
5,1909,1994,0
5,1909,1997,0
5,1909,1997,0
3,1998,0,0
3,1998,0,0
3,1998,0,0
5,1909,1997,0
5,1909,1961,1997
2,1920,0,0
5,1940,1988,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
8,1998,0,0
5,1920,0,0
5,1920,0,0
5,1920,1997,0
5,1920,1998,0
5,1930,0,0
3,1920,1988,2003
3,1920,0,2008
3,1899,0,0
3,1909,1986,2008
3,1899,0,0
5,1909,1984,0
3,1899,2007,0
3,1899,0,0
5,1930,1986,1998
5,1920,1989,1998
5,1920,1987,1997
4,1930,1989,1998
5,1920,1979,0
3,1909,2000,0
3,1909,1981,0
3,1909,2012,0
3,1909,2004,0
3,1909,1986,0
3,1909,0,0
3,1909,2007,0
3,1909,0,0
8,1961,2012,0
3,1909,1997,0
0,0,0,0
3,1998,0,0
3,1998,0,0
3,1998,0,0
3,1998,0,0
0,0,0,0
3,1899,0,0
3,1899,0,0
3,1920,1986,2014
3,1909,2000,0
3,1909,1985,0
3,1909,2007,0
3,1909,0,0
3,1910,0,0
7,1900,1980,0
3,1909,0,0
3,1909,0,0
4,1909,2013,0
3,1899,0,0
3,1909,2000,0
3,1909,0,0
3,1909,1987,0
3,1909,2002,0
3,1909,2007,0
3,1909,1983,0
3,1909,0,0
3,1909,2003,0
3,1909,0,0
3,1909,2001,0
3,1909,1982,0
3,1909,0,0
3,1909,1985,2004
3,1909,1985,2007
3,1899,0,0
2,1910,0,0
6,1909,1987,1999
6,1909,1987,1994
0,0,0,0
6,2015,2015,0
0,0,0,0
3,1909,1985,2007
